Frequency,Manitude,Phase
6.918309709,-39.48048385,-87.98110878
7.079457844,-39.31121503,-88.12282242
7.244359601,-39.21678186,-87.4951575
7.413102413,-38.79579273,-88.30634762
7.58577575,-38.61743836,-88.30466723
7.762471166,-38.34511822,-88.66990993
7.943282347,-38.28620243,-88.18528338
8.128305162,-37.99962683,-87.80625909
8.317637711,-37.74877868,-88.89302101
8.511380382,-37.58175133,-88.48934688
8.7096359,-37.37904404,-89.02634037
8.912509381,-37.30488613,-89.49948278
9.120108394,-37.1311109,-88.82162167
9.332543008,-36.86317952,-89.08656854
9.54992586,-36.5938796,-89.95370305
9.77237221,-36.44098217,-89.6906081
10,-36.31429684,-89.30203072
10.23292992,-36.13839746,-89.69880836
10.47128548,-35.89486879,-89.99630921
10.71519305,-35.63459843,-89.35292866
10.96478196,-35.45217443,-89.50197561
11.22018454,-35.28251904,-90.09343006
11.48153621,-34.99679484,-90.73494632
11.74897555,-34.87115057,-89.63489171
12.02264435,-34.68056258,-90.30046448
12.30268771,-34.51180792,-89.76796983
12.58925412,-34.2569901,-90.11752673
12.88249552,-34.11328939,-90.21115199
13.18256739,-33.82491001,-91.04058233
13.48962883,-33.6102338,-90.38096118
13.80384265,-33.45632595,-91.11143122
14.12537545,-33.24888745,-91.20560946
14.45439771,-33.08849104,-90.74749732
14.79108388,-32.87579424,-91.06248879
15.13561248,-32.68199994,-91.27704253
15.48816619,-32.46389945,-91.62146453
15.84893192,-32.27156665,-91.54785685
16.21810097,-32.08469462,-91.42154758
16.59586907,-31.81011052,-91.47257853
16.98243652,-31.69766544,-91.73964626
17.37800829,-31.3726616,-91.51164564
17.7827941,-31.24412457,-91.93104735
18.19700859,-31.05898104,-91.76145226
18.62087137,-30.89522771,-92.29393314
19.05460718,-30.77384142,-91.98941422
19.498446,-30.47969238,-92.32622581
19.95262315,-30.237575,-92.35519326
20.41737945,-30.08889732,-92.27875886
20.89296131,-29.8981391,-92.46958199
21.3796209,-29.69455458,-92.71655318
21.87761624,-29.47764858,-93.05457825
22.38721139,-29.29489079,-93.01769846
22.90867653,-29.10610854,-93.0017634
23.44228815,-28.9328003,-93.24806328
23.98832919,-28.7076222,-93.20107574
24.54708916,-28.48295635,-93.41616889
25.11886432,-28.28944384,-93.56135319
25.70395783,-28.1177503,-93.6550151
26.30267992,-27.93144211,-93.94034199
26.91534804,-27.7024655,-93.83359565
27.54228703,-27.55427114,-93.84453152
28.18382931,-27.33735016,-94.36416493
28.84031503,-27.10343015,-94.39331509
29.51209227,-26.93333865,-94.44201122
30.1995172,-26.73106214,-94.58467255
30.90295433,-26.53105991,-94.77676445
31.6227766,-26.30883849,-94.87947795
32.35936569,-26.13346055,-95.01435353
33.11311215,-25.94789682,-95.15233394
33.88441561,-25.74224836,-95.19749907
34.67368505,-25.58113627,-95.27418171
35.48133892,-25.33092129,-95.57611949
36.30780548,-25.14471705,-95.80264253
37.15352291,-24.93479169,-95.86784699
38.01893963,-24.74471259,-96.11736498
38.9045145,-24.52707188,-96.1578643
39.81071706,-24.35815355,-96.3909035
40.73802778,-24.15397366,-96.62010069
41.68693835,-23.92409759,-96.91868307
42.65795188,-23.7305952,-96.8961431
43.65158322,-23.57952465,-97.21317757
44.66835922,-23.35130704,-97.28186412
45.70881896,-23.15287708,-97.5199688
46.77351413,-22.94833711,-97.74214538
47.86300923,-22.75532563,-97.8714049
48.97788194,-22.58219642,-97.96382576
50.11872336,-22.35438542,-98.25400018
51.2861384,-22.17451122,-98.35147113
52.48074602,-21.98639913,-98.85589951
53.70317964,-21.75914487,-98.81326187
54.95408739,-21.59433288,-99.33312675
56.23413252,-21.41817297,-99.06805249
57.54399373,-21.20526826,-99.35988787
58.88436554,-21.00864542,-100.0927116
60.25595861,-20.79958802,-100.2643261
61.65950019,-20.66575641,-100.4709502
63.09573445,-20.4032865,-100.6287968
64.5654229,-20.22639383,-100.9920076
66.0693448,-20.09244383,-100.9953814
67.60829754,-19.89562937,-101.3506634
69.18309709,-19.70904983,-101.702005
70.79457844,-19.48324374,-101.9737482
72.44359601,-19.30806166,-102.2026525
74.13102413,-19.11553743,-102.4359563
75.8577575,-18.92660967,-102.7304582
77.62471166,-18.74681122,-103.0523927
79.43282347,-18.55610165,-103.4869414
81.28305162,-18.3809703,-103.8224204
83.17637711,-18.17753001,-104.1002102
85.11380382,-17.98634821,-104.3496354
87.096359,-17.80368037,-104.813927
89.12509381,-17.61323031,-105.0999409
91.20108394,-17.42606637,-105.4194275
93.32543008,-17.23170165,-105.7277838
95.4992586,-17.04824391,-106.1705663
97.7237221,-16.85673569,-106.5007992
100,-16.65500092,-106.910904
102.3292992,-16.46459309,-107.3203481
104.7128548,-16.27073182,-107.7401216
107.1519305,-16.09548207,-108.0926965
109.6478196,-15.90436107,-108.4636352
112.2018454,-15.7056047,-108.9698728
114.8153621,-15.51652512,-109.4207984
117.4897555,-15.34190009,-109.7686958
120.2264435,-15.14314047,-110.2727752
123.0268771,-14.96507828,-110.7408951
125.8925412,-14.76913483,-111.3078961
128.8249552,-14.58817536,-111.7655977
131.8256739,-14.4011881,-112.2148746
134.8962883,-14.2131765,-112.7332182
138.0384265,-14.02290217,-113.2312969
141.2537545,-13.85186612,-113.7869836
144.5439771,-13.6624453,-114.3316016
147.9108388,-13.47694735,-114.8527983
151.3561248,-13.29632199,-115.3977512
154.8816619,-13.11376177,-116.0131318
158.4893192,-12.94066902,-116.6040205
162.1810097,-12.75176136,-117.2267529
165.9586907,-12.57733315,-117.8166054
169.8243652,-12.39915285,-118.4239063
173.7800829,-12.22748771,-119.0499393
177.827941,-12.05373659,-119.736047
181.9700859,-11.88227076,-120.4122624
186.2087137,-11.69743442,-121.0516764
190.5460718,-11.54136806,-121.7378037
194.98446,-11.35464003,-122.4393553
199.5262315,-11.20237627,-123.1314971
204.1737945,-11.0293775,-123.8816839
208.9296131,-10.86421093,-124.6016875
213.796209,-10.6944862,-125.3917068
218.7761624,-10.53735599,-126.1357216
223.8721139,-10.38097753,-126.9468148
229.0867653,-10.21747331,-127.7354899
234.4228815,-10.05734296,-128.5570706
239.8832919,-9.90854199,-129.3691895
245.4708916,-9.752668538,-130.1621251
251.1886432,-9.605424105,-131.0561225
257.0395783,-9.45489848,-131.9289474
263.0267992,-9.314016348,-132.8730515
269.1534804,-9.167995297,-133.7242461
275.4228703,-9.02013403,-134.6759076
281.8382931,-8.889265975,-135.5943824
288.4031503,-8.751608601,-136.543703
295.1209227,-8.620960327,-137.4898124
301.995172,-8.4800896,-138.493575
309.0295433,-8.35189561,-139.4448449
316.227766,-8.22286284,-140.4577096
323.5936569,-8.093102805,-141.5156662
331.1311215,-7.973909673,-142.543557
338.8441561,-7.855624821,-143.5526427
346.7368505,-7.739603291,-144.6492509
354.8133892,-7.62616567,-145.707485
363.0780548,-7.517678393,-146.8294129
371.5352291,-7.40584378,-147.9775846
380.1893963,-7.298780572,-149.0889472
389.045145,-7.201294379,-150.2001714
398.1071706,-7.105775021,-151.3212438
407.3802778,-7.005962467,-152.5185877
416.8693835,-6.912389674,-153.6942413
426.5795188,-6.827866963,-154.8501306
436.5158322,-6.749312525,-156.0632862
446.6835922,-6.667991464,-157.2915675
457.0881896,-6.58783756,-158.5074012
467.7351413,-6.519151333,-159.7566748
478.6300923,-6.448002641,-160.9916728
489.7788194,-6.385670548,-162.2463051
501.1872336,-6.32415722,-163.470735
512.861384,-6.2758132,-164.7851756
524.8074602,-6.226164002,-166.0451661
537.0317964,-6.174563267,-167.3099722
549.5408739,-6.134031248,-168.5986602
562.3413252,-6.093193377,-169.8931319
575.4399373,-6.063323561,-171.1918943
588.8436554,-6.03643085,-172.506749
602.5595861,-6.014771644,-173.8161629
616.5950019,-5.989232238,-175.1131822
630.9573445,-5.984535272,-176.4346597
645.654229,-5.968593102,-177.7589967
660.693448,-5.963704785,-179.0541864
676.0829754,-5.961264052,179.5802926
691.8309709,-5.961403147,178.2887138
707.9457844,-5.974406884,176.9880064
724.4359601,-5.991342237,175.6662038
741.3102413,-6.002782611,174.3224982
758.577575,-6.029509636,173.0456583
776.2471166,-6.049869679,171.7366978
794.3282347,-6.082327259,170.4281788
812.8305162,-6.123239967,169.1408824
831.7637711,-6.163480961,167.818352
851.1380382,-6.204430025,166.5763823
870.96359,-6.25535779,165.2746815
891.2509381,-6.311737986,163.9951365
912.0108394,-6.362747692,162.7432392
933.2543008,-6.42799933,161.4809757
954.992586,-6.488980779,160.2250688
977.237221,-6.566110682,159.0194291
1000,-6.639951761,157.815812
1023.292992,-6.713117409,156.600058
1047.128548,-6.794896839,155.3774716
1071.519305,-6.889374419,154.2336655
1096.478196,-6.970995404,153.0295951
1122.018454,-7.066201968,151.8572589
1148.153621,-7.162062875,150.6904629
1174.897555,-7.267765209,149.5464255
1202.264435,-7.36476603,148.4102611
1230.268771,-7.475249581,147.3053773
1258.925412,-7.587755492,146.2220105
1288.249552,-7.696201169,145.1708388
1318.256739,-7.822632879,144.0646337
1348.962883,-7.932119474,142.9801236
1380.384265,-8.055710435,141.9466063
1412.537545,-8.180448736,140.9402341
1445.439771,-8.314217194,139.9233552
1479.108388,-8.440347026,138.8943464
1513.561248,-8.564336639,137.9142759
1548.816619,-8.702542693,136.9476267
1584.893192,-8.836505967,136.0239426
1621.810097,-8.97510125,135.0685057
1659.586907,-9.119375338,134.1352503
1698.243652,-9.26097862,133.2628162
1737.800829,-9.399176868,132.3561688
1778.27941,-9.546739332,131.5377245
1819.700859,-9.697462083,130.654631
1862.087137,-9.842547075,129.7525869
1905.460718,-10.00414923,128.9332129
1949.8446,-10.15807564,128.0975347
1995.262315,-10.32279392,127.2844623
2041.737945,-10.47947443,126.5122065
2089.296131,-10.63562272,125.7766512
2137.96209,-10.80858713,124.9533594
2187.761624,-10.96385913,124.2331486
2238.721139,-11.14421079,123.6048373
2290.867653,-11.30284246,122.78517
2344.228815,-11.47054449,122.0428457
2398.832919,-11.64354122,121.4108243
2454.708916,-11.81714385,120.6969946
2511.886432,-11.99830546,120.1192825
2570.395783,-12.17368155,119.3521041
2630.267992,-12.32678625,118.7938053
2691.534804,-12.5057264,118.1114878
2754.228703,-12.69855036,117.6083946
2818.382931,-12.8683652,116.9776731
2884.031503,-13.05660589,116.2928431
2951.209227,-13.23994672,115.7616609
3019.95172,-13.39924324,115.2459097
3090.295433,-13.60197852,114.6237692
3162.27766,-13.77990965,114.031085
3235.936569,-13.96279686,113.6194904
3311.311215,-14.13085991,113.0034782
3388.441561,-14.32976341,112.3775423
3467.368505,-14.52769365,111.9776699
3548.133892,-14.71623434,111.6222436
3630.780548,-14.90475767,111.1266551
3715.352291,-15.07388518,110.6309396
3801.893963,-15.26061648,110.0620472
3890.45145,-15.46173295,109.6144416
3981.071706,-15.65151977,109.3048809
4073.802778,-15.80861966,108.8994342
4168.693835,-16.01148006,108.4387556
4265.795188,-16.2071353,108.0952805
4365.158322,-16.39056395,107.5569123
4466.835922,-16.58790945,107.2485348
4570.881896,-16.78874869,106.7454083
4677.351413,-16.98369178,106.4263694
4786.300923,-17.17743763,106.1148935
4897.788194,-17.3749887,105.6811225
5011.872336,-17.55502828,105.3701829
5128.61384,-17.74927058,105.1112075
5248.074602,-17.92133599,104.9857568
5370.317964,-18.12371885,104.3508194
5495.408739,-18.31410789,104.037776
5623.413252,-18.49817421,103.769718
5754.399373,-18.69037606,103.4009554
5888.436554,-18.91908045,103.2851773
6025.595861,-19.05923637,102.9729479
6165.950019,-19.28194749,102.6604001
6309.573445,-19.41876569,102.2967871
6456.54229,-19.60430517,101.8954273
6606.93448,-19.86776619,101.7775143
6760.829754,-20.00969246,101.4451259
6918.309709,-20.19384008,101.2064144
7079.457844,-20.3941212,101.0143857
7244.359601,-20.56722889,100.6011819
7413.102413,-20.78908453,100.730259
7585.77575,-21.00783228,100.0974657
7762.471166,-21.2068135,100.1474888
7943.282347,-21.35454431,99.86462593
8128.305162,-21.52851446,99.68451808
8317.637711,-21.79008758,99.32683011
8511.380382,-21.91287094,99.2408357
8709.6359,-22.07997335,98.95385126
8912.509381,-22.33120086,98.80379565
9120.108394,-22.51473112,98.7424862
9332.543008,-22.69519662,98.07934074
9549.92586,-22.92002041,98.20230969
9772.37221,-23.12551575,97.88352351
10000,-23.31918726,97.71374456
10232.92992,-23.48820925,98.07719484
10471.28548,-23.67412705,97.3124178
10715.19305,-23.88964119,97.48680056
10964.78196,-24.0855064,97.28137794
11220.18454,-24.3672144,96.62992343
11481.53621,-24.57102857,96.84813177
11748.97555,-24.67965643,96.91115046
12022.64435,-24.95465558,96.49786585
12302.68771,-25.12507138,96.48114158
12589.25412,-25.29404963,96.52532832
12882.49552,-25.48491292,96.33660329
13182.56739,-25.64575719,96.14016544
13489.62883,-25.75979837,95.8856837
13803.84265,-26.10597063,96.24424164
14125.37545,-26.26949734,95.54368848
14454.39771,-26.56662427,95.65995814
14791.08388,-26.72196794,94.36059354
15135.61248,-26.97538715,94.7450293
15488.16619,-27.02594818,95.07974466
15848.93192,-27.36548083,95.05696641
16218.10097,-27.46293644,95.04267566
16595.86907,-27.66075115,93.91477284
16982.43652,-27.85799531,94.41204964
17378.00829,-28.0341559,95.00751549
17782.7941,-28.26416499,94.44305176
18197.00859,-28.33259584,93.49232455
18620.87137,-28.56097138,94.0606623
19054.60718,-29.00510898,94.62420969
19498.446,-29.05463907,94.30252498
19952.62315,-29.30490048,94.63167974
20417.37945,-29.49054583,94.74554527
20892.96131,-29.70034002,93.37884587
21379.6209,-29.87444479,93.44672641
21877.61624,-30.16858647,92.6356003
22387.21139,-30.38189792,93.93807155
22908.67653,-30.52154124,91.66618713
23442.28815,-30.54144247,93.27596149
23988.32919,-31.13877008,94.10414522
24547.08916,-31.08776586,93.76086404
25118.86432,-31.35819821,93.20698366
25703.95783,-31.55836688,92.56832448
26302.67992,-31.52095144,93.31201783
26915.34804,-31.79637866,94.20918419
27542.28703,-32.08635642,93.24445359
28183.82931,-32.48289168,92.88751891
28840.31503,-32.40064868,92.65868919
29512.09227,-32.58968115,92.39144464
30199.5172,-32.91267716,91.29650068
30902.95433,-33.03010967,93.69737279
31622.7766,-33.4482708,94.06508799
32359.36569,-33.71224633,92.30794504
33113.11215,-33.51424571,92.86405435
33884.41561,-34.08850752,93.55126935
34673.68505,-34.02434695,91.60656658
35481.33892,-34.43573404,93.56364251
36307.80548,-34.48650998,93.51250342
37153.52291,-34.63779547,93.04876232
38018.93963,-35.15256171,90.75488179
38904.5145,-35.55766905,90.40078215
39810.71706,-34.86291632,93.52000588
40738.02778,-35.79968008,93.76026984
41686.93835,-35.8555678,93.47659575
42657.95188,-35.83438949,93.54384199
43651.58322,-36.12039296,96.42670985
44668.35922,-36.6912,90.38534627
45708.81896,-36.40477159,90.64161731
46773.51413,-37.05120231,90.23046861
47863.00923,-36.83681216,92.31725032
48977.88194,-37.36509426,92.93917038
50118.72336,-37.73152563,93.72025626
51286.1384,-37.33940501,88.32545959
52480.74602,-38.77226252,94.76016298
53703.17964,-38.89755206,93.45413794
54954.08739,-38.41872791,88.97442719
56234.13252,-37.83233136,91.8969632
57543.99373,-37.76639699,87.3158541
58884.36554,-39.21773562,93.2725542
60255.95861,-38.76435578,92.56158603
61659.50019,-39.50534675,92.87560613
63095.73445,-39.41460932,98.52257551
64565.4229,-39.34925188,93.38071199
66069.3448,-41.04552226,89.01649274
67608.29754,-38.85834837,89.36437935
69183.09709,-38.84912652,88.5727108
70794.57844,-39.68544607,82.77858732
72443.59601,-40.20659724,90.14875889
74131.02413,-40.91948954,85.46345095
75857.7575,-41.39518438,91.4142757
77624.71166,-41.6166771,80.78734269
79432.82347,-41.47947159,89.74748547
81283.05162,-41.61668531,95.45811974
83176.37711,-40.31051729,85.15458353
85113.80382,-42.95128773,88.21836428
87096.359,-42.42892294,100.6449134
89125.09381,-45.21010252,98.82985626
91201.08394,-42.74603112,87.01067741
93325.43008,-42.98981902,88.08282789
95499.2586,-43.78904353,95.16662319
97723.7221,-43.57449049,62.9949423
100000,-42.77531401,79.38139345
