Freq.	V(v0)
6.78708312591215e+003	1.91602712976851e-002,-1.51054426666849e-005
6.94359142921434e+003	1.91602707708397e-002,-1.54537696908110e-005
7.10370877170878e+003	1.91602702194165e-002,-1.58101290134891e-005
7.26751837686424e+003	1.91602696422686e-002,-1.61747058553347e-005
7.43510538726020e+003	1.91602690381962e-002,-1.65476897079580e-005
7.60655690884100e+003	1.91602684059431e-002,-1.69292744324415e-005
7.78196205619054e+003	1.91602677441947e-002,-1.73196583600880e-005
7.96141199885094e+003	1.91602670515749e-002,-1.77190443954911e-005
8.14500000870935e+003	1.91602663266437e-002,-1.81276401219814e-005
8.33282150847742e+003	1.91602655678936e-002,-1.85456579095044e-005
8.52497412128875e+003	1.91602647737469e-002,-1.89733150249831e-005
8.72155772144005e+003	1.91602639425524e-002,-1.94108337452267e-005
8.92267448630230e+003	1.91602630725817e-002,-1.98584414724408e-005
9.12842894942908e+003	1.91602621620260e-002,-2.03163708523994e-005
9.33892805488945e+003	1.91602612089918e-002,-2.07848598953425e-005
9.55428121285382e+003	1.91602602114975e-002,-2.12641520996585e-005
9.77460035646159e+003	1.91602591674689e-002,-2.17544965784179e-005
1.00000000000001e+004	1.91602580747353e-002,-2.22561481888239e-005
1.02305972984252e+004	1.91602569310245e-002,-2.27693676646456e-005
1.04665121082544e+004	1.91602557339583e-002,-2.32944217517037e-005
1.07078670498640e+004	1.91602544810477e-002,-2.38315833464784e-005
1.09547875712234e+004	1.91602531696875e-002,-2.43811316379122e-005
1.12074020130979e+004	1.91602517971509e-002,-2.49433522524794e-005
1.14658416757563e+004	1.91602503605840e-002,-2.55185374025998e-005
1.17302408872162e+004	1.91602488569997e-002,-2.61069860384712e-005
1.20007370730630e+004	1.91602472832717e-002,-2.67090040034015e-005
1.22774708278788e+004	1.91602456361276e-002,-2.73249041927190e-005
1.25605859883190e+004	1.91602439121425e-002,-2.79550067163448e-005
1.28502297078732e+004	1.91602421077318e-002,-2.85996390651105e-005
1.31465525333509e+004	1.91602402191434e-002,-2.92591362809077e-005
1.34497084831303e+004	1.91602382424505e-002,-2.99338411307577e-005
1.37598551272118e+004	1.91602361735429e-002,-3.06241042848907e-005
1.40771536691174e+004	1.91602340081186e-002,-3.13302844989279e-005
1.44017690296787e+004	1.91602317416753e-002,-3.20527488002595e-005
1.47338699327573e+004	1.91602293695001e-002,-3.27918726787161e-005
1.50736289929414e+004	1.91602268866607e-002,-3.35480402816315e-005
1.54212228052648e+004	1.91602242879945e-002,-3.43216446133980e-005
1.57768320369953e+004	1.91602215680981e-002,-3.51130877396177e-005
1.61406415215391e+004	1.91602187213160e-002,-3.59227809959548e-005
1.65128403545105e+004	1.91602157417289e-002,-3.67511452017972e-005
1.68936219920180e+004	1.91602126231414e-002,-3.75986108788380e-005
1.72831843512154e+004	1.91602093590691e-002,-3.84656184746890e-005
1.76817299131727e+004	1.91602059427249e-002,-3.93526185916430e-005
1.80894658281187e+004	1.91602023670054e-002,-4.02600722207016e-005
1.85066040231104e+004	1.91601986244757e-002,-4.11884509809909e-005
1.89333613121856e+004	1.91601947073538e-002,-4.21382373646864e-005
1.93699595090552e+004	1.91601906074951e-002,-4.31099249875762e-005
1.98166255423944e+004	1.91601863163749e-002,-4.41040188453893e-005
2.02735915737921e+004	1.91601818250706e-002,-4.51210355760227e-005
2.07410951184211e+004	1.91601771242437e-002,-4.61615037278012e-005
2.12193791684897e+004	1.91601722041198e-002,-4.72259640339093e-005
2.17086923195408e+004	1.91601670544688e-002,-4.83149696931356e-005
2.22092888996636e+004	1.91601616645832e-002,-4.94290866570745e-005
2.27214291016840e+004	1.91601560232559e-002,-5.05688939239328e-005
2.32453791184046e+004	1.91601501187572e-002,-5.17349838390925e-005
2.37814112809617e+004	1.91601439388103e-002,-5.29279624025834e-005
2.43298042003743e+004	1.91601374705653e-002,-5.41484495836254e-005
2.48908429123560e+004	1.91601307005734e-002,-5.53970796423994e-005
2.54648190254673e+004	1.91601236147580e-002,-5.66745014592132e-005
2.60520308726829e+004	1.91601161983860e-002,-5.79813788712318e-005
2.66527836664557e+004	1.91601084360371e-002,-5.93183910169432e-005
2.72673896573550e+004	1.91601003115717e-002,-6.06862326885365e-005
2.78961682963640e+004	1.91600918080971e-002,-6.20856146923735e-005
2.85394464009193e+004	1.91600829079328e-002,-6.35172642177369e-005
2.91975583247792e+004	1.91600735925734e-002,-6.49819252140436e-005
2.98708461318095e+004	1.91600638426505e-002,-6.64803587767167e-005
3.05596597737762e+004	1.91600536378919e-002,-6.80133435419118e-005
3.12643572722385e+004	1.91600429570800e-002,-6.95816760902992e-005
3.19853049046360e+004	1.91600317780073e-002,-7.11861713601075e-005
3.27228773946671e+004	1.91600200774307e-002,-7.28276630696387e-005
3.34774581070577e+004	1.91600078310225e-002,-7.45070041494692e-005
3.42494392468203e+004	1.91599950133204e-002,-7.62250671845566e-005
3.50392220631094e+004	1.91599815976744e-002,-7.79827448664759e-005
3.58472170577764e+004	1.91599675561914e-002,-7.97809504560137e-005
3.66738441987345e+004	1.91599528596770e-002,-8.16206182563551e-005
3.75195331382435e+004	1.91599374775754e-002,-8.35027040971025e-005
3.83847234362285e+004	1.91599213779052e-002,-8.54281858293689e-005
3.92698647887473e+004	1.91599045271934e-002,-8.73980638321962e-005
4.01754172617277e+004	1.91598868904055e-002,-8.94133615305536e-005
4.11018515300932e+004	1.91598684308732e-002,-9.14751259251744e-005
4.20496491224040e+004	1.91598491102173e-002,-9.35844281344981e-005
4.30193026711389e+004	1.91598288882691e-002,-9.57423639489894e-005
4.40113161687485e+004	1.91598077229859e-002,-9.79500543981087e-005
4.50262052296131e+004	1.91597855703640e-002,-1.00208646330220e-004
4.60644973580413e+004	1.91597623843476e-002,-1.02519313005720e-004
4.71267322224487e+004	1.91597381167323e-002,-1.04883254703691e-004
4.82134619358586e+004	1.91597127170659e-002,-1.07301699342365e-004
4.93252513428716e+004	1.91596861325426e-002,-1.09775903113722e-004
5.04626783132520e+004	1.91596583078941e-002,-1.12307151132517e-004
5.16263340422851e+004	1.91596291852741e-002,-1.14896758100077e-004
5.28168233580593e+004	1.91595987041385e-002,-1.17546068983169e-004
5.40347650358356e+004	1.91595668011195e-002,-1.20256459708289e-004
5.52807921196654e+004	1.91595334098939e-002,-1.23029337871706e-004
5.65555522514248e+004	1.91594984610455e-002,-1.25866143465600e-004
5.78597080074365e+004	1.91594618819203e-002,-1.28768349620656e-004
5.91939372428544e+004	1.91594235964766e-002,-1.31737463365460e-004
6.05589334439890e+004	1.91593835251259e-002,-1.34775026403077e-004
6.19554060887579e+004	1.91593415845684e-002,-1.37882615905174e-004
6.33840810154475e+004	1.91592976876195e-002,-1.41061845324061e-004
6.48457007999794e+004	1.91592517430291e-002,-1.44314365223054e-004
6.63410251418751e+004	1.91592036552917e-002,-1.47641864125539e-004
6.78708312591218e+004	1.91591533244482e-002,-1.51046069383135e-004
6.94359142921437e+004	1.91591006458785e-002,-1.54528748063381e-004
7.10370877170881e+004	1.91590455100838e-002,-1.58091707857336e-004
7.26751837686427e+004	1.91589878024599e-002,-1.61736798007532e-004
7.43510538726023e+004	1.91589274030584e-002,-1.65465910256703e-004
7.60655690884103e+004	1.91588641863383e-002,-1.69280979817721e-004
7.78196205619057e+004	1.91587980209054e-002,-1.73183986365181e-004
7.96141199885098e+004	1.91587287692390e-002,-1.77176955049093e-004
8.14500000870939e+004	1.91586562874069e-002,-1.81261957531126e-004
8.33282150847746e+004	1.91585804247664e-002,-1.85441113043868e-004
8.52497412128879e+004	1.91585010236521e-002,-1.89716589473576e-004
8.72155772144009e+004	1.91584179190478e-002,-1.94090604466888e-004
8.92267448630234e+004	1.91583309382453e-002,-1.98565426561974e-004
9.12842894942912e+004	1.91582399004850e-002,-2.03143376344625e-004
9.33892805488949e+004	1.91581446165816e-002,-2.07826827629760e-004
9.55428121285386e+004	1.91580448885311e-002,-2.12618208668858e-004
9.77460035646163e+004	1.91579405091006e-002,-2.17520003383820e-004
1.00000000000001e+005	1.91578312613983e-002,-2.22534752627767e-004
1.02305972984252e+005	1.91577169184236e-002,-2.27665055473285e-004
1.04665121082544e+005	1.91575972425967e-002,-2.32913570528650e-004
1.07078670498641e+005	1.91574719852658e-002,-2.38283017282529e-004
1.09547875712235e+005	1.91573408861921e-002,-2.43776177477715e-004
1.12074020130979e+005	1.91572036730098e-002,-2.49395896514399e-004
1.14658416757564e+005	1.91570600606623e-002,-2.55145084883519e-004
1.17302408872163e+005	1.91569097508114e-002,-2.61026719630719e-004
1.20007370730630e+005	1.91567524312191e-002,-2.67043845851454e-004
1.22774708278788e+005	1.91565877751011e-002,-2.73199578217767e-004
1.25605859883190e+005	1.91564154404500e-002,-2.79497102537277e-004
1.28502297078732e+005	1.91562350693274e-002,-2.85939677344905e-004
1.31465525333510e+005	1.91560462871226e-002,-2.92530635527869e-004
1.34497084831304e+005	1.91558487017777e-002,-2.99273385984475e-004
1.37598551272119e+005	1.91556419029761e-002,-3.06171415317220e-004
1.40771536691174e+005	1.91554254612940e-002,-3.13228289560713e-004
1.44017690296788e+005	1.91551989273121e-002,-3.20447655944946e-004
1.47338699327574e+005	1.91549618306864e-002,-3.27833244694372e-004
1.50736289929414e+005	1.91547136791760e-002,-3.35388870863320e-004
1.54212228052649e+005	1.91544539576260e-002,-3.43118436208175e-004
1.57768320369954e+005	1.91541821269032e-002,-3.51025931096821e-004
1.61406415215391e+005	1.91538976227824e-002,-3.59115436455762e-004
1.65128403545106e+005	1.91535998547820e-002,-3.67391125755357e-004
1.68936219920181e+005	1.91532882049450e-002,-3.75857267033554e-004
1.72831843512155e+005	1.91529620265639e-002,-3.84518224958526e-004
1.76817299131728e+005	1.91526206428474e-002,-3.93378462930531e-004
1.80894658281188e+005	1.91522633455246e-002,-4.02442545223323e-004
1.85066040231105e+005	1.91518893933856e-002,-4.11715139165415e-004
1.89333613121857e+005	1.91514980107547e-002,-4.21201017361417e-004
1.93699595090553e+005	1.91510883858933e-002,-4.30905059953667e-004
1.98166255423944e+005	1.91506596693289e-002,-4.40832256924325e-004
2.02735915737922e+005	1.91502109721080e-002,-4.50987710438024e-004
2.07410951184212e+005	1.91497413639684e-002,-4.61376637225144e-004
2.12193791684898e+005	1.91492498714273e-002,-4.72004371005702e-004
2.17086923195409e+005	1.91487354757817e-002,-4.82876364953794e-004
2.22092888996637e+005	1.91481971110181e-002,-4.93998194202440e-004
2.27214291016841e+005	1.91476336616248e-002,-5.05375558388615e-004
2.32453791184047e+005	1.91470439603055e-002,-5.17014284238161e-004
2.37814112809618e+005	1.91464267855878e-002,-5.28920328190184e-004
2.43298042003744e+005	1.91457808593220e-002,-5.41099779060440e-004
2.48908429123561e+005	1.91451048440667e-002,-5.53558860743089e-004
2.54648190254674e+005	1.91443973403544e-002,-5.66303934950110e-004
2.60520308726830e+005	1.91436568838331e-002,-5.79341503987509e-004
2.66527836664558e+005	1.91428819422774e-002,-5.92678213567327e-004
2.72673896573551e+005	1.91420709124643e-002,-6.06320855654310e-004
2.78961682963641e+005	1.91412221169070e-002,-6.20276371345928e-004
2.85394464009194e+005	1.91403338004405e-002,-6.34551853784270e-004
2.91975583247794e+005	1.91394041266530e-002,-6.49154551098123e-004
2.98708461318097e+005	1.91384311741560e-002,-6.64091869373388e-004
3.05596597737763e+005	1.91374129326859e-002,-6.79371375649716e-004
3.12643572722386e+005	1.91363472990306e-002,-6.95000800941029e-004
3.19853049046361e+005	1.91352320727719e-002,-7.10988043277359e-004
3.27228773946673e+005	1.91340649518379e-002,-7.27341170765119e-004
3.34774581070578e+005	1.91328435278552e-002,-7.44068424662654e-004
3.42494392468205e+005	1.91315652812942e-002,-7.61178222467610e-004
3.50392220631096e+005	1.91302275763969e-002,-7.78679161012284e-004
3.58472170577765e+005	1.91288276558795e-002,-7.96580019562782e-004
3.66738441987346e+005	1.91273626353991e-002,-8.14889762917411e-004
3.75195331382437e+005	1.91258294977759e-002,-8.33617544499306e-004
3.83847234362287e+005	1.91242250869593e-002,-8.52772709437845e-004
3.92698647887475e+005	1.91225461017285e-002,-8.72364797632912e-004
4.01754172617278e+005	1.91207890891155e-002,-8.92403546795570e-004
4.11018515300933e+005	1.91189504375406e-002,-9.12898895458130e-004
4.20496491224042e+005	1.91170263696476e-002,-9.33860985946013e-004
4.30193026711391e+005	1.91150129348265e-002,-9.55300167303179e-004
4.40113161687487e+005	1.91129060014118e-002,-9.77226998162208e-004
4.50262052296133e+005	1.91107012485444e-002,-9.99652249549387e-004
4.60644973580415e+005	1.91083941576809e-002,-1.02258690761439e-003
4.71267322224489e+005	1.91059800037403e-002,-1.04604217627333e-003
4.82134619358588e+005	1.91034538458715e-002,-1.07002947975299e-003
4.93252513428718e+005	1.91008105178280e-002,-1.09456046502330e-003
5.04626783132522e+005	1.90980446179357e-002,-1.11964700410384e-003
5.16263340422852e+005	1.90951504986373e-002,-1.14530119622931e-003
5.28168233580594e+005	1.90921222555987e-002,-1.17153536985771e-003
5.40347650358358e+005	1.90889537163622e-002,-1.19836208450365e-003
5.52807921196656e+005	1.90856384285281e-002,-1.22579413237816e-003
5.65555522514250e+005	1.90821696474515e-002,-1.25384453981469e-003
5.78597080074367e+005	1.90785403234344e-002,-1.28252656845978e-003
5.91939372428546e+005	1.90747430883984e-002,-1.31185371620527e-003
6.05589334439893e+005	1.90707702420202e-002,-1.34183971783723e-003
6.19554060887581e+005	1.90666137373123e-002,-1.37249854537509e-003
6.33840810154478e+005	1.90622651656322e-002,-1.40384440807256e-003
6.48457007999797e+005	1.90577157411017e-002,-1.43589175205013e-003
6.63410251418754e+005	1.90529562844206e-002,-1.46865525952670e-003
6.78708312591221e+005	1.90479772060558e-002,-1.50214984761572e-003
6.94359142921439e+005	1.90427684887898e-002,-1.53639066664916e-003
7.10370877170883e+005	1.90373196696114e-002,-1.57139309798981e-003
7.26751837686430e+005	1.90316198209321e-002,-1.60717275129020e-003
7.43510538726026e+005	1.90256575311130e-002,-1.64374546115364e-003
7.60655690884106e+005	1.90194208842862e-002,-1.68112728314975e-003
7.78196205619060e+005	1.90128974394559e-002,-1.71933448913450e-003
7.96141199885101e+005	1.90060742088670e-002,-1.75838356182095e-003
8.14500000870942e+005	1.89989376356276e-002,-1.79829118854412e-003
8.33282150847749e+005	1.89914735705748e-002,-1.83907425415980e-003
8.52497412128882e+005	1.89836672483736e-002,-1.88074983301353e-003
8.72155772144012e+005	1.89755032628426e-002,-1.92333517991224e-003
8.92267448630238e+005	1.89669655414990e-002,-1.96684772002729e-003
9.12842894942915e+005	1.89580373193201e-002,-2.01130503765342e-003
9.33892805488952e+005	1.89487011117219e-002,-2.05672486374417e-003
9.55428121285390e+005	1.89389386867541e-002,-2.10312506213974e-003
9.77460035646167e+005	1.89287310365198e-002,-2.15052361439908e-003
1.00000000000002e+006	1.89180583478280e-002,-2.19893860314322e-003
1.02305972984253e+006	1.89068999720917e-002,-2.24838819381228e-003
1.04665121082544e+006	1.88952343944917e-002,-2.29889061473361e-003
1.07078670498641e+006	1.88830392024276e-002,-2.35046413539395e-003
1.09547875712235e+006	1.88702910532855e-002,-2.40312704280316e-003
1.12074020130980e+006	1.88569656415589e-002,-2.45689761583243e-003
1.14658416757564e+006	1.88430376653638e-002,-2.51179409740464e-003
